lineId,date,transport,routeReal,route,driver,deliveryId,clientId,clientName,address,postalCode,city,material,product,quantity,unit,productType,weightKg,volumeM3,pallets,returnable,metricSource,priority,priorityScore,serviceMinutesClient,optimizedSequence,loadZone
827963204-0AM3565-103,2026-02-05,11443209,DR0040,DR0023,850013,827963204,9100281245,BONATAPA,Avinguda de Catalunya 111,08150,PARETS DEL VALLES,0AM3565,BARGALLO ACEITE GOURMET SOL GIRASOL 20L,1.0,UN,otros,30.0,0.0,0.02222,False,ZM040 directa,Normal,2.0,13.0,13,7
827963204-0LI0084-104,2026-02-05,11443209,DR0040,DR0023,850013,827963204,9100281245,BONATAPA,Avinguda de Catalunya 111,08150,PARETS DEL VALLES,0LI0084,COINTREAU 70CL,1.0,BOT,otros,0.0,0.0007,0.00175,False,ZM040 directa,Normal,2.0,13.0,13,7
827963204-KE13-105,2026-02-05,11443209,DR0040,DR0023,850013,827963204,9100281245,BONATAPA,Avinguda de Catalunya 111,08150,PARETS DEL VALLES,KE13,KELER 18 1/3 RET. PP,2.0,CAJ,caja,34.0,0.01584,0.03333,False,ZM040 directa,Normal,2.0,13.0,13,7
827963204-CJ13-106,2026-02-05,11443209,DR0040,DR0023,850013,827963204,9100281245,BONATAPA,Avinguda de Catalunya 111,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.0,13.0,13,7
827963205-0VE0530-107,2026-02-05,11443209,DR0040,DR0023,850013,827963205,9100230870,THE JOSE'S BAR PARETS,LA SALUT 37 A,08150,PARETS DEL VALLES,0VE0530,RECAREDO TERRES BRUT NATURE 75CL 1U,3.0,UN,otros,0.0,0.00225,0.01,False,ZM040 directa,Normal,1.0,7.1,14,8
827963205-0AM0019-108,2026-02-05,11443209,DR0040,DR0023,850013,827963205,9100230870,THE JOSE'S BAR PARETS,LA SALUT 37 A,08150,PARETS DEL VALLES,0AM0019,CHOVI KETCHUP 10G 252U,1.0,CAJ,caja,3.3,7e-05,0.00781,False,ZM040 directa,Normal,1.0,7.1,14,8
827963206-ED13-109,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,ED13,ESTRELLA DAMM 1/3 RET. PP,6.0,CAJ,caja,102.0,0.04752,0.1,False,ZM040 directa,Normal,2.0,11.4,9,5
827963206-CJ13-110,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,6.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.0,11.4,9,5
827963206-0VE0543-111,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,0VE0543,IRREVERENTE TINTO ROBLE 75CL 6U,1.0,CAJ,caja,7.5,0.0045,0.00952,False,ZM040 directa,Normal,2.0,11.4,9,5
827963206-NTL13B24-112,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,2.0,CAJ,caja,27.722,0.01584,0.03175,False,ZM040 directa,Normal,2.0,11.4,9,5
827963206-0AM5310-113,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,0AM5310,BARGALLO RUGIN OLI FREGIR ALT OLEICO 20L,1.0,UN,otros,20.0,0.0,0.02222,False,ZM040 directa,Normal,2.0,11.4,9,5
827963206-VO13-114,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,VO13,VOLL-DAMM 1/3 RET.,2.0,CAJ,caja,34.0,0.01584,0.03333,False,ZM040 directa,Normal,2.0,11.4,9,5
827963206-CJ13-115,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.0,11.4,9,5
827963206-ED13-116,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,ED13,ESTRELLA DAMM 1/3 RET. PP,3.0,CAJ,caja,51.0,0.02376,0.05,False,ZM040 directa,Normal,2.0,11.4,9,5
827963206-CJ13-117,2026-02-05,11443209,DR0040,DR0023,850013,827963206,9100227177,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.0,11.4,9,5
827963207-0LT0032-118,2026-02-05,11443209,DR0040,DR0023,850013,827963207,9100158102,LA NORIA BAKERY,CALLE BUTJOSA 58,08150,PARETS DEL VALLES,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,1.0,CAJ,caja,7.8,0.006,0.02083,False,ZM040 directa,Normal,1.0,7.9,12,7
827963207-3ENV0029-119,2026-02-05,11443209,DR0040,DR0023,850013,827963207,9100158102,LA NORIA BAKERY,CALLE BUTJOSA 58,08150,PARETS DEL VALLES,3ENV0029,C.C. CACAOLAT 30 U.,1.0,CAJ,caja,0.0,0.0,0.0,False,sin ZM040,Normal,1.0,7.9,12,7
827963207-0LT0090-120,2026-02-05,11443209,DR0040,DR0023,850013,827963207,9100158102,LA NORIA BAKERY,CALLE BUTJOSA 58,08150,PARETS DEL VALLES,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,1.0,CAJ,caja,6.5,0.006,0.00952,False,ZM040 directa,Normal,1.0,7.9,12,7
827963207-0LT0033-121,2026-02-05,11443209,DR0040,DR0023,850013,827963207,9100158102,LA NORIA BAKERY,CALLE BUTJOSA 58,08150,PARETS DEL VALLES,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",2.0,CAJ,caja,18.0,0.018,0.025,False,ZM040 directa,Normal,1.0,7.9,12,7
827963207-0LM0296-122,2026-02-05,11443209,DR0040,DR0023,850013,827963207,9100158102,LA NORIA BAKERY,CALLE BUTJOSA 58,08150,PARETS DEL VALLES,0LM0296,BALNIC DESENGRASANTE PROF 1L,2.0,UN,otros,0.0,0.002,0.00167,False,ZM040 directa,Normal,1.0,7.9,12,7
827963208-ED13-123,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,ED13,ESTRELLA DAMM 1/3 RET. PP,8.0,CAJ,caja,136.0,0.06336,0.13333,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-CJ13-124,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,8.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.5,13.9,6,4
827963208-ED15LN-125,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,ED15LN,ESTRELLA DAMM 1/5 LN,1.0,CAJ,caja,14.34,0.006,0.01429,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-CJ15-126,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.5,13.9,6,4
827963208-FD13-127,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,FD13,FREE DAMM 1/3 RET.,1.0,CAJ,caja,17.0,0.00792,0.01667,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-CJ13-128,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.5,13.9,6,4
827963208-FDT13-129,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1.0,CAJ,caja,17.0,0.00792,0.01667,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-CJ13-130,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.5,13.9,6,4
827963208-VO13-131,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,VO13,VOLL-DAMM 1/3 RET.,1.0,CAJ,caja,17.0,0.00792,0.01667,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-CJ13-132,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.5,13.9,6,4
827963208-VE12SP-133,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,2.0,CAJ,caja,25.8,0.024,0.03175,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-0LT0033-134,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",3.0,CAJ,caja,27.0,0.027,0.0375,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-0VE0524-135,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,1.0,CAJ,caja,7.5,0.0045,0.008,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-0VE0506-136,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,0VE0506,HALLAZGO JOVEN 75CL 6U,1.0,CAJ,caja,7.5,0.0045,0.00952,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-0CF0080-137,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,0CF0080,XPLICIT NATURAL CREMOSO 1KG,4.0,UN,otros,4.0,0.004,0.0125,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-0RF0287-138,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,0RF0287,/-COCA COLA VR237 24U,1.0,CAJ,caja,6.4,0.02526,0.02083,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-3ENV0021-139,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,3ENV0021,CAJA+BOTELLA COLA VR237,1.0,CAJ,caja,0.0,0.0,0.0,False,sin ZM040,Normal,2.5,13.9,6,4
827963208-0LI0510-140,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,0LI0510,PANIZO ORUJO HIERBAS 70CL,6.0,UN,otros,9.3,0.00419,0.00349,False,ZM040 directa,Normal,2.5,13.9,6,4
827963208-0AM1291-141,2026-02-05,11443209,DR0040,DR0023,850013,827963208,9100150711,LA PERGOLA,PAU CASALS 33,08150,PARETS DEL VALLES,0AM1291,AZUCAR BLANCO BOLSITA 7GR ''BARES''1000U,1.0,CAJ,caja,0.0,0.0,0.0,False,ZM040 sin peso/volumen,Normal,2.5,13.9,6,4
827963209-ED13-142,2026-02-05,11443209,DR0040,DR0023,850013,827963209,9100041543,BAR LOS GALLEGOS,Avinguda de Catalunya 92,08150,PARETS DEL VALLES,ED13,ESTRELLA DAMM 1/3 RET. PP,2.0,CAJ,caja,34.0,0.01584,0.03333,False,ZM040 directa,Normal,2.0,10.1,3,2
827963209-CJ13-143,2026-02-05,11443209,DR0040,DR0023,850013,827963209,9100041543,BAR LOS GALLEGOS,Avinguda de Catalunya 92,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.0,10.1,3,2
827963209-ED30-144,2026-02-05,11443209,DR0040,DR0023,850013,827963209,9100041543,BAR LOS GALLEGOS,Avinguda de Catalunya 92,08150,PARETS DEL VALLES,ED30,ESTRELLA DAMM BARRIL 30,1.0,BRL,barril,42.788,0.03,0.16667,False,ZM040 directa,Normal,2.0,10.1,3,2
827963209-BRL30V-145,2026-02-05,11443209,DR0040,DR0023,850013,827963209,9100041543,BAR LOS GALLEGOS,Avinguda de Catalunya 92,08150,PARETS DEL VALLES,BRL30V,BARRIL INOX 30L. EURONORMA,1.0,BRL,barril,0.0,0.0,0.0,False,sin ZM040,Normal,2.0,10.1,3,2
827963209-VE12SP-146,2026-02-05,11443209,DR0040,DR0023,850013,827963209,9100041543,BAR LOS GALLEGOS,Avinguda de Catalunya 92,08150,PARETS DEL VALLES,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,2.0,CAJ,caja,25.8,0.024,0.03175,False,ZM040 directa,Normal,2.0,10.1,3,2
827963209-0LT0033-147,2026-02-05,11443209,DR0040,DR0023,850013,827963209,9100041543,BAR LOS GALLEGOS,Avinguda de Catalunya 92,08150,PARETS DEL VALLES,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",4.0,CAJ,caja,36.0,0.036,0.05,False,ZM040 directa,Normal,2.0,10.1,3,2
827963210-XI13-148,2026-02-05,11443209,DR0040,DR0023,850013,827963210,9100041393,BAR LAS COLUMNAS,CATALUNYA 102,08150,PARETS DEL VALLES,XI13,XIBECA 5% 1/3 RET,1.0,CAJ,caja,17.0,0.00792,0.01667,False,ZM040 directa,Normal,2.0,8.8,4,3
827963210-CJ13-149,2026-02-05,11443209,DR0040,DR0023,850013,827963210,9100041393,BAR LAS COLUMNAS,CATALUNYA 102,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.0,8.8,4,3
827963210-0ZU0021-150,2026-02-05,11443209,DR0040,DR0023,850013,827963210,9100041393,BAR LAS COLUMNAS,CATALUNYA 102,08150,PARETS DEL VALLES,0ZU0021,GRANINI NARANJA 20CL 24U,1.0,CAJ,caja,8.4,0.0048,0.01111,False,ZM040 directa,Normal,2.0,8.8,4,3
827963210-0ZU0024-151,2026-02-05,11443209,DR0040,DR0023,850013,827963210,9100041393,BAR LAS COLUMNAS,CATALUNYA 102,08150,PARETS DEL VALLES,0ZU0024,GRANINI PIÑA 20CL 24U,1.0,CAJ,caja,8.4,0.0048,0.01111,False,ZM040 directa,Normal,2.0,8.8,4,3
827963210-XI13-152,2026-02-05,11443209,DR0040,DR0023,850013,827963210,9100041393,BAR LAS COLUMNAS,CATALUNYA 102,08150,PARETS DEL VALLES,XI13,XIBECA 5% 1/3 RET,1.0,CAJ,caja,17.0,0.00792,0.01667,False,ZM040 directa,Normal,2.0,8.8,4,3
827963210-CJ13-153,2026-02-05,11443209,DR0040,DR0023,850013,827963210,9100041393,BAR LAS COLUMNAS,CATALUNYA 102,08150,PARETS DEL VALLES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1.0,CAJ,retornable,0.0,0.0,0.0,True,sin ZM040,Normal,2.0,8.8,4,3
827963210-0ZU0020-154,2026-02-05,11443209,DR0040,DR0023,850013,827963210,9100041393,BAR LAS COLUMNAS,CATALUNYA 102,08150,PARETS DEL VALLES,0ZU0020,GRANINI MELOCOTON 20CL 24U,1.0,CAJ,caja,8.4,0.0048,0.01111,False,ZM040 directa,Normal,2.0,8.8,4,3
827963210-0ZU0271-155,2026-02-05,11443209,DR0040,DR0023,850013,827963210,9100041393,BAR LAS COLUMNAS,CATALUNYA 102,08150,PARETS DEL VALLES,0ZU0271,GRANINI LIMONADA 20CL 24U,1.0,CAJ,caja,8.4,0.0048,0.01111,False,ZM040 directa,Normal,2.0,8.8,4,3
841033663-DL30-156,2026-02-05,11443209,DR0040,DR0023,850013,841033663,9100733609,BAR FUTBOL LOURDES,CAMINO CAN VILA S/N,08100,MOLLET DEL VALLES,DL30,DAMM LEMON BARRIL 30,1.0,BRL,barril,43.095,0.03,0.16667,False,ZM040 directa,Media,3.0,16.7,15,8
841033663-BRL30V-157,2026-02-05,11443209,DR0040,DR0023,850013,841033663,9100733609,BAR FUTBOL LOURDES,CAMINO CAN VILA S/N,08100,MOLLET DEL VALLES,BRL30V,BARRIL INOX 30L. EURONORMA,1.0,BRL,barril,0.0,0.0,0.0,False,sin ZM040,Media,3.0,16.7,15,8
